datum gepubliceerd,dossier nr,dossier toevoeging,kamerstuk ondernummer,url
2009-07-13,27562,,40,https://zoek.officielebekendmakingen.nl/kst-27562-40
2009-07-13,31015,,44,https://zoek.officielebekendmakingen.nl/kst-31015-44
2009-07-13,27789,,21,https://zoek.officielebekendmakingen.nl/kst-27789-21
2009-07-14,31263,,32,https://zoek.officielebekendmakingen.nl/kst-31263-32
2009-07-14,31700,V,120,https://zoek.officielebekendmakingen.nl/kst-31700-V-120
2009-07-14,29389,,20,https://zoek.officielebekendmakingen.nl/kst-29389-20
2009-07-15,28719,,66,https://zoek.officielebekendmakingen.nl/kst-28719-66
2009-07-15,28989,,100,https://zoek.officielebekendmakingen.nl/kst-28989-100
2009-07-15,25422,,70,https://zoek.officielebekendmakingen.nl/kst-25422-70
2009-07-15,31143,,65,https://zoek.officielebekendmakingen.nl/kst-31143-65
2009-07-16,23645,,306,https://zoek.officielebekendmakingen.nl/kst-23645-306
2009-07-16,29517,,38,https://zoek.officielebekendmakingen.nl/kst-29517-38
2009-07-21,21501,32,350,https://zoek.officielebekendmakingen.nl/kst-21501-32-350
2009-07-21,30597,,98,https://zoek.officielebekendmakingen.nl/kst-30597-98
2009-07-21,30420,,139,https://zoek.officielebekendmakingen.nl/kst-30420-139
2009-07-22,31305,,147,https://zoek.officielebekendmakingen.nl/kst-31305-147
2009-07-22,31934,,3,https://zoek.officielebekendmakingen.nl/kst-31934-3
2009-07-22,30597,,99,https://zoek.officielebekendmakingen.nl/kst-30597-99
2009-07-22,29683,,38,https://zoek.officielebekendmakingen.nl/kst-29683-38
2009-07-23,21501,02,913,https://zoek.officielebekendmakingen.nl/kst-21501-02-913
2009-07-23,31371,,245,https://zoek.officielebekendmakingen.nl/kst-31371-245
2009-07-23,31110,,12,https://zoek.officielebekendmakingen.nl/kst-31110-12
2009-07-24,28684,,234,https://zoek.officielebekendmakingen.nl/kst-28684-234
2009-07-24,31232,,27,https://zoek.officielebekendmakingen.nl/kst-31232-27
2009-07-24,31482,,45,https://zoek.officielebekendmakingen.nl/kst-31482-45
2009-07-27,28165,,99,https://zoek.officielebekendmakingen.nl/kst-28165-99
2009-07-27,27428,,142,https://zoek.officielebekendmakingen.nl/kst-27428-142
2009-07-27,30413,,132,https://zoek.officielebekendmakingen.nl/kst-30413-132
2009-07-27,21501,07,667,https://zoek.officielebekendmakingen.nl/kst-21501-07-667
2009-07-27,30825,,48,https://zoek.officielebekendmakingen.nl/kst-30825-48
2009-07-27,26991,,271,https://zoek.officielebekendmakingen.nl/kst-26991-271
2009-07-27,27925,,353,https://zoek.officielebekendmakingen.nl/kst-27925-353
2009-07-27,31700,XIV,189,https://zoek.officielebekendmakingen.nl/kst-31700-XIV-189
2009-07-27,31497,,15,https://zoek.officielebekendmakingen.nl/kst-31497-15
2009-07-28,31066,,74,https://zoek.officielebekendmakingen.nl/kst-31066-74
2009-07-28,29628,,141,https://zoek.officielebekendmakingen.nl/kst-29628-141
2009-07-28,29248,,98,https://zoek.officielebekendmakingen.nl/kst-29248-98
2009-07-28,27859,,27,https://zoek.officielebekendmakingen.nl/kst-27859-27
2009-07-28,29689,,270,https://zoek.officielebekendmakingen.nl/kst-29689-270
2009-07-28,30420,,140,https://zoek.officielebekendmakingen.nl/kst-30420-140
2009-07-28,21501,32,353,https://zoek.officielebekendmakingen.nl/kst-21501-32-353
2009-07-28,31495,,19,https://zoek.officielebekendmakingen.nl/kst-31495-19
2009-07-29,26448,,409,https://zoek.officielebekendmakingen.nl/kst-26448-409
2009-07-29,31700,XV,72,https://zoek.officielebekendmakingen.nl/kst-31700-XV-72
2009-07-29,29911,,30,https://zoek.officielebekendmakingen.nl/kst-29911-30
2009-07-29,30545,,76,https://zoek.officielebekendmakingen.nl/kst-30545-76
2009-08-04,31700,B,20,https://zoek.officielebekendmakingen.nl/kst-31700-B-20
2009-08-05,29544,,201,https://zoek.officielebekendmakingen.nl/kst-29544-201
2009-08-06,29521,,114,https://zoek.officielebekendmakingen.nl/kst-29521-114
2009-08-07,26448,,410,https://zoek.officielebekendmakingen.nl/kst-26448-410
2009-08-07,29248,,99,https://zoek.officielebekendmakingen.nl/kst-29248-99
2009-08-07,31700,XVI,174,https://zoek.officielebekendmakingen.nl/kst-31700-XVI-174
2009-08-12,30977,,22,https://zoek.officielebekendmakingen.nl/kst-30977-22
2009-08-13,31700,A,122,https://zoek.officielebekendmakingen.nl/kst-31700-A-122
2009-08-17,31700,XII,78,https://zoek.officielebekendmakingen.nl/kst-31700-XII-78
2009-08-17,31568,,51,https://zoek.officielebekendmakingen.nl/kst-31568-51
2009-08-17,29628,,142,https://zoek.officielebekendmakingen.nl/kst-29628-142
2009-08-17,22026,,302,https://zoek.officielebekendmakingen.nl/kst-22026-302
2009-08-18,24587,,358,https://zoek.officielebekendmakingen.nl/kst-24587-358
2009-08-18,31700,XIV,190,https://zoek.officielebekendmakingen.nl/kst-31700-XIV-190
2009-08-18,31700,XI,101,https://zoek.officielebekendmakingen.nl/kst-31700-XI-101
2009-08-20,29653,,8,https://zoek.officielebekendmakingen.nl/kst-29653-8
2009-08-20,31250,,67,https://zoek.officielebekendmakingen.nl/kst-31250-67
2009-08-24,30175,,87,https://zoek.officielebekendmakingen.nl/kst-30175-87
2009-08-25,29453,,128,https://zoek.officielebekendmakingen.nl/kst-29453-128
2009-08-26,27406,,149,https://zoek.officielebekendmakingen.nl/kst-27406-149
2009-08-28,31305,,148,https://zoek.officielebekendmakingen.nl/kst-31305-148
2009-08-28,29453,,129,https://zoek.officielebekendmakingen.nl/kst-29453-129
2009-09-03,31492,,19,https://zoek.officielebekendmakingen.nl/kst-31492-19
2009-09-07,30196,,74,https://zoek.officielebekendmakingen.nl/kst-30196-74
2009-09-07,30597,,102,https://zoek.officielebekendmakingen.nl/kst-30597-102
2009-09-07,31371,,249,https://zoek.officielebekendmakingen.nl/kst-31371-249
2009-09-08,31789,,16,https://zoek.officielebekendmakingen.nl/kst-31789-16
2009-09-08,30597,,103,https://zoek.officielebekendmakingen.nl/kst-30597-103
2009-09-10,21501,07,669,https://zoek.officielebekendmakingen.nl/kst-21501-07-669
2009-09-10,24095,,250,https://zoek.officielebekendmakingen.nl/kst-24095-250
2009-09-14,23645,,310,https://zoek.officielebekendmakingen.nl/kst-23645-310
2009-09-17,29398,,175,https://zoek.officielebekendmakingen.nl/kst-29398-175
2009-09-17,21501,07,671,https://zoek.officielebekendmakingen.nl/kst-21501-07-671
2009-09-17,32123,XI,3,https://zoek.officielebekendmakingen.nl/kst-32123-XI-3
2009-09-23,31293,,61,https://zoek.officielebekendmakingen.nl/kst-31293-61
2009-09-23,19637,,1301,https://zoek.officielebekendmakingen.nl/kst-19637-1301
2009-09-24,31553,,6,https://zoek.officielebekendmakingen.nl/kst-31553-6
2009-09-24,21501,02,924,https://zoek.officielebekendmakingen.nl/kst-21501-02-924
2009-09-24,29515,,300,https://zoek.officielebekendmakingen.nl/kst-29515-300
2009-09-24,30176,,24,https://zoek.officielebekendmakingen.nl/kst-30176-24
2009-09-24,31083,,35,https://zoek.officielebekendmakingen.nl/kst-31083-35
2009-09-28,31880,,5,https://zoek.officielebekendmakingen.nl/kst-31880-5
2009-09-28,32123,XVI,6,https://zoek.officielebekendmakingen.nl/kst-32123-XVI-6
2009-09-29,29893,,89,https://zoek.officielebekendmakingen.nl/kst-29893-89
2009-09-29,22112,,930,https://zoek.officielebekendmakingen.nl/kst-22112-930
2009-09-29,27924,,39,https://zoek.officielebekendmakingen.nl/kst-27924-39
2009-09-29,31001,,75,https://zoek.officielebekendmakingen.nl/kst-31001-75
2009-09-29,32123,XIV,16,https://zoek.officielebekendmakingen.nl/kst-32123-XIV-16
2009-09-29,32123,VI,5,https://zoek.officielebekendmakingen.nl/kst-32123-VI-5
2009-10-01,28684,,241,https://zoek.officielebekendmakingen.nl/kst-28684-241
2009-10-01,26234,,95,https://zoek.officielebekendmakingen.nl/kst-26234-95
2009-10-01,24515,,159,https://zoek.officielebekendmakingen.nl/kst-24515-159
2009-10-01,31521,,38,https://zoek.officielebekendmakingen.nl/kst-31521-38
2009-10-01,30495,,8,https://zoek.officielebekendmakingen.nl/kst-30495-8
2009-10-02,26150,,80,https://zoek.officielebekendmakingen.nl/kst-26150-80
2009-10-02,24515,,160,https://zoek.officielebekendmakingen.nl/kst-24515-160
2009-10-06,31524,,31,https://zoek.officielebekendmakingen.nl/kst-31524-31
2009-10-07,21501,02,925,https://zoek.officielebekendmakingen.nl/kst-21501-02-925
2009-10-07,32123,XIV,18,https://zoek.officielebekendmakingen.nl/kst-32123-XIV-18
2009-10-07,26834,,28,https://zoek.officielebekendmakingen.nl/kst-26834-28
2009-10-08,32123,XIV,19,https://zoek.officielebekendmakingen.nl/kst-32123-XIV-19
2009-10-08,29862,,19,https://zoek.officielebekendmakingen.nl/kst-29862-19
2009-10-08,26695,,65,https://zoek.officielebekendmakingen.nl/kst-26695-65
2009-10-09,30136,,27,https://zoek.officielebekendmakingen.nl/kst-30136-27
2009-10-09,24587,,364,https://zoek.officielebekendmakingen.nl/kst-24587-364
2009-10-09,23987,,102,https://zoek.officielebekendmakingen.nl/kst-23987-102
2009-10-13,31288,,68,https://zoek.officielebekendmakingen.nl/kst-31288-68
2009-10-13,31371,,265,https://zoek.officielebekendmakingen.nl/kst-31371-265
2009-10-15,28642,,46,https://zoek.officielebekendmakingen.nl/kst-28642-46
2009-10-15,29270,,30,https://zoek.officielebekendmakingen.nl/kst-29270-30
2009-10-15,29815,,199,https://zoek.officielebekendmakingen.nl/kst-29815-199
2009-10-15,31239,,72,https://zoek.officielebekendmakingen.nl/kst-31239-72
2009-10-16,32124,,5,https://zoek.officielebekendmakingen.nl/kst-32124-5
2009-10-16,26448,,414,https://zoek.officielebekendmakingen.nl/kst-26448-414
2009-10-20,21501,07,677,https://zoek.officielebekendmakingen.nl/kst-21501-07-677
2009-10-20,27581,,37,https://zoek.officielebekendmakingen.nl/kst-27581-37
2009-10-20,32123,XI,13,https://zoek.officielebekendmakingen.nl/kst-32123-XI-13
2009-10-20,28479,,48,https://zoek.officielebekendmakingen.nl/kst-28479-48
2009-10-20,21501,30,214,https://zoek.officielebekendmakingen.nl/kst-21501-30-214
2009-10-21,21501,28,54,https://zoek.officielebekendmakingen.nl/kst-21501-28-54
2009-10-21,32123,XVI,16,https://zoek.officielebekendmakingen.nl/kst-32123-XVI-16
2009-10-21,26407,,45,https://zoek.officielebekendmakingen.nl/kst-26407-45
2009-10-21,31706,,34,https://zoek.officielebekendmakingen.nl/kst-31706-34
2009-10-22,32123,XVIII,11,https://zoek.officielebekendmakingen.nl/kst-32123-XVIII-11
2009-10-22,22112,,945,https://zoek.officielebekendmakingen.nl/kst-22112-945
2009-10-26,32123,VI,12,https://zoek.officielebekendmakingen.nl/kst-32123-VI-12
2009-10-26,28684,,250,https://zoek.officielebekendmakingen.nl/kst-28684-250
2009-10-27,32123,VII,5,https://zoek.officielebekendmakingen.nl/kst-32123-VII-5
2009-10-27,23645,,324,https://zoek.officielebekendmakingen.nl/kst-23645-324
2009-10-29,23432,,315,https://zoek.officielebekendmakingen.nl/kst-23432-315
2009-10-29,32123,X,20,https://zoek.officielebekendmakingen.nl/kst-32123-X-20
2009-10-29,25883,,158,https://zoek.officielebekendmakingen.nl/kst-25883-158
2009-10-30,29614,,17,https://zoek.officielebekendmakingen.nl/kst-29614-17
2009-11-02,29435,,248,https://zoek.officielebekendmakingen.nl/kst-29435-248
2009-11-02,28286,,319,https://zoek.officielebekendmakingen.nl/kst-28286-319
2009-11-02,32123,VI,14,https://zoek.officielebekendmakingen.nl/kst-32123-VI-14
2009-11-02,31579,,24,https://zoek.officielebekendmakingen.nl/kst-31579-24
2009-11-03,31001,,80,https://zoek.officielebekendmakingen.nl/kst-31001-80
2009-11-03,31839,,19,https://zoek.officielebekendmakingen.nl/kst-31839-19
2009-11-04,29383,,138,https://zoek.officielebekendmakingen.nl/kst-29383-138
2009-11-04,31250,,69,https://zoek.officielebekendmakingen.nl/kst-31250-69
2009-11-04,32123,VI,18,https://zoek.officielebekendmakingen.nl/kst-32123-VI-18
2009-11-05,31384,(R1850),29,https://zoek.officielebekendmakingen.nl/kst-31384-29
2009-11-05,32012,,5,https://zoek.officielebekendmakingen.nl/kst-32012-5
2009-11-05,31109,,7,https://zoek.officielebekendmakingen.nl/kst-31109-7
2009-11-05,31475,,10,https://zoek.officielebekendmakingen.nl/kst-31475-10
2009-11-05,30168,,15,https://zoek.officielebekendmakingen.nl/kst-30168-15
2009-11-05,27406,,156,https://zoek.officielebekendmakingen.nl/kst-27406-156
2009-11-09,26442,,48,https://zoek.officielebekendmakingen.nl/kst-26442-48
2009-11-09,21501,33,245,https://zoek.officielebekendmakingen.nl/kst-21501-33-245
2009-11-09,29247,,108,https://zoek.officielebekendmakingen.nl/kst-29247-108
2009-11-09,31265,,28,https://zoek.officielebekendmakingen.nl/kst-31265-28
2009-11-10,30420,,143,https://zoek.officielebekendmakingen.nl/kst-30420-143
2009-11-10,26643,,145,https://zoek.officielebekendmakingen.nl/kst-26643-145
2009-11-10,29477,,120,https://zoek.officielebekendmakingen.nl/kst-29477-120
2009-11-10,32123,XVIII,27,https://zoek.officielebekendmakingen.nl/kst-32123-XVIII-27
2009-11-12,21501,32,363,https://zoek.officielebekendmakingen.nl/kst-21501-32-363
2009-11-12,29355,,43,https://zoek.officielebekendmakingen.nl/kst-29355-43
2009-11-12,29544,,206,https://zoek.officielebekendmakingen.nl/kst-29544-206
2009-11-12,32123,X,27,https://zoek.officielebekendmakingen.nl/kst-32123-X-27
2009-11-12,29835,,59,https://zoek.officielebekendmakingen.nl/kst-29835-59
2009-11-13,28684,,256,https://zoek.officielebekendmakingen.nl/kst-28684-256
2009-11-13,29893,,94,https://zoek.officielebekendmakingen.nl/kst-29893-94
2009-11-13,30079,,22,https://zoek.officielebekendmakingen.nl/kst-30079-22
2009-11-13,31568,,58,https://zoek.officielebekendmakingen.nl/kst-31568-58
2009-11-13,31936,,16,https://zoek.officielebekendmakingen.nl/kst-31936-16
2009-11-13,24804,,70,https://zoek.officielebekendmakingen.nl/kst-24804-70
2009-11-16,31086,,23,https://zoek.officielebekendmakingen.nl/kst-31086-23
2009-11-17,21501,08,319,https://zoek.officielebekendmakingen.nl/kst-21501-08-319
2009-11-17,29398,,190,https://zoek.officielebekendmakingen.nl/kst-29398-190
2009-11-17,31787,,7,https://zoek.officielebekendmakingen.nl/kst-31787-7
2009-11-18,28694,,82,https://zoek.officielebekendmakingen.nl/kst-28694-82
2009-11-18,31371,,277,https://zoek.officielebekendmakingen.nl/kst-31371-277
2009-11-18,31985,,2,https://zoek.officielebekendmakingen.nl/kst-31985-2
2009-11-19,31293,,63,https://zoek.officielebekendmakingen.nl/kst-31293-63
2009-11-19,28719,,69,https://zoek.officielebekendmakingen.nl/kst-28719-69
2009-11-19,19637,,1311,https://zoek.officielebekendmakingen.nl/kst-19637-1311
2009-11-19,31371,,278,https://zoek.officielebekendmakingen.nl/kst-31371-278
2009-11-19,29538,,110,https://zoek.officielebekendmakingen.nl/kst-29538-110
2009-11-19,27625,,149,https://zoek.officielebekendmakingen.nl/kst-27625-149
2009-11-19,30196,,86,https://zoek.officielebekendmakingen.nl/kst-30196-86
2009-11-23,22054,,154,https://zoek.officielebekendmakingen.nl/kst-22054-154
2009-11-23,28676,,94,https://zoek.officielebekendmakingen.nl/kst-28676-94
2009-11-23,31143,,69,https://zoek.officielebekendmakingen.nl/kst-31143-69
2009-11-24,27406,,164,https://zoek.officielebekendmakingen.nl/kst-27406-164
2009-11-24,23490,,583,https://zoek.officielebekendmakingen.nl/kst-23490-583
2009-11-24,32123,XVI,83,https://zoek.officielebekendmakingen.nl/kst-32123-XVI-83
2009-11-24,32123,VI,67,https://zoek.officielebekendmakingen.nl/kst-32123-VI-67
2009-11-24,29521,,122,https://zoek.officielebekendmakingen.nl/kst-29521-122
2009-11-26,27923,,92,https://zoek.officielebekendmakingen.nl/kst-27923-92
2009-11-26,32123,VIII,70,https://zoek.officielebekendmakingen.nl/kst-32123-VIII-70
2009-11-26,30523,,39,https://zoek.officielebekendmakingen.nl/kst-30523-39
2009-11-26,31322,,70,https://zoek.officielebekendmakingen.nl/kst-31322-70
2009-11-26,29237,,114,https://zoek.officielebekendmakingen.nl/kst-29237-114
2009-11-27,32012,,6,https://zoek.officielebekendmakingen.nl/kst-32012-6
2009-11-27,31371,,285,https://zoek.officielebekendmakingen.nl/kst-31371-285
2009-11-27,31568,,60,https://zoek.officielebekendmakingen.nl/kst-31568-60
2009-11-27,32123,XVII,24,https://zoek.officielebekendmakingen.nl/kst-32123-XVII-24
2009-11-27,29754,,170,https://zoek.officielebekendmakingen.nl/kst-29754-170
2009-12-01,29515,,307,https://zoek.officielebekendmakingen.nl/kst-29515-307
2009-12-01,24077,,247,https://zoek.officielebekendmakingen.nl/kst-24077-247
2009-12-01,21501,20,456,https://zoek.officielebekendmakingen.nl/kst-21501-20-456
2009-12-02,31288,,73,https://zoek.officielebekendmakingen.nl/kst-31288-73
2009-12-02,21501,07,685,https://zoek.officielebekendmakingen.nl/kst-21501-07-685
2009-12-02,29453,,140,https://zoek.officielebekendmakingen.nl/kst-29453-140
2009-12-03,29452,,124,https://zoek.officielebekendmakingen.nl/kst-29452-124
2009-12-03,31232,,28,https://zoek.officielebekendmakingen.nl/kst-31232-28
2009-12-03,30995,,76,https://zoek.officielebekendmakingen.nl/kst-30995-76
2009-12-03,29398,,194,https://zoek.officielebekendmakingen.nl/kst-29398-194
2009-12-08,23987,,105,https://zoek.officielebekendmakingen.nl/kst-23987-105
2009-12-08,31289,,75,https://zoek.officielebekendmakingen.nl/kst-31289-75
2009-12-08,22112,,972,https://zoek.officielebekendmakingen.nl/kst-22112-972
2009-12-08,29924,,42,https://zoek.officielebekendmakingen.nl/kst-29924-42
2009-12-09,30373,,38,https://zoek.officielebekendmakingen.nl/kst-30373-38
2009-12-10,31305,,165,https://zoek.officielebekendmakingen.nl/kst-31305-165
2009-12-11,21501,20,457,https://zoek.officielebekendmakingen.nl/kst-21501-20-457
2009-12-11,31490,,38,https://zoek.officielebekendmakingen.nl/kst-31490-38
2009-12-11,31780,,47,https://zoek.officielebekendmakingen.nl/kst-31780-47
2009-12-11,22026,,308,https://zoek.officielebekendmakingen.nl/kst-22026-308
2009-12-11,31371,,290,https://zoek.officielebekendmakingen.nl/kst-31371-290
2009-12-11,31018,,57,https://zoek.officielebekendmakingen.nl/kst-31018-57
2009-12-11,28286,,337,https://zoek.officielebekendmakingen.nl/kst-28286-337
2009-12-14,31089,,67,https://zoek.officielebekendmakingen.nl/kst-31089-67
2009-12-14,28325,,118,https://zoek.officielebekendmakingen.nl/kst-28325-118
2009-12-14,27406,,165,https://zoek.officielebekendmakingen.nl/kst-27406-165
2009-12-14,32123,VII,53,https://zoek.officielebekendmakingen.nl/kst-32123-VII-53
2009-12-14,21501,08,321,https://zoek.officielebekendmakingen.nl/kst-21501-08-321
2009-12-14,18106,,199,https://zoek.officielebekendmakingen.nl/kst-18106-199
2009-12-15,31305,,166,https://zoek.officielebekendmakingen.nl/kst-31305-166
2009-12-15,21501,02,938,https://zoek.officielebekendmakingen.nl/kst-21501-02-938
2009-12-15,31796,,5,https://zoek.officielebekendmakingen.nl/kst-31796-5
2009-12-15,31371,,291,https://zoek.officielebekendmakingen.nl/kst-31371-291
2009-12-15,24036,,369,https://zoek.officielebekendmakingen.nl/kst-24036-369
2009-12-15,31239,,86,https://zoek.officielebekendmakingen.nl/kst-31239-86
2009-12-15,30825,,57,https://zoek.officielebekendmakingen.nl/kst-30825-57
2009-12-15,31524,,35,https://zoek.officielebekendmakingen.nl/kst-31524-35
2009-12-15,27923,,93,https://zoek.officielebekendmakingen.nl/kst-27923-93
2009-12-15,32123,XVI,101,https://zoek.officielebekendmakingen.nl/kst-32123-XVI-101
2009-12-16,23432,,317,https://zoek.officielebekendmakingen.nl/kst-23432-317
2009-12-17,29502,,27,https://zoek.officielebekendmakingen.nl/kst-29502-27
2009-12-17,27925,,373,https://zoek.officielebekendmakingen.nl/kst-27925-373
2009-12-17,32144,,3,https://zoek.officielebekendmakingen.nl/kst-32144-3
2009-12-17,31066,,81,https://zoek.officielebekendmakingen.nl/kst-31066-81
2009-12-22,31953,,30,https://zoek.officielebekendmakingen.nl/kst-31953-30
2009-12-22,21501,31,195,https://zoek.officielebekendmakingen.nl/kst-21501-31-195
2009-12-30,28165,,106,https://zoek.officielebekendmakingen.nl/kst-28165-106
